Customer_ID,Gender,Country,Product,Price,Product_Model
1074,Male,Thailand,iPhone,28230.0,iPhone 14 Pro
1075,Female,India,iPhone,44078.0,iPhone SE 2022
1076,Female,,Samsung,38535.0,Samsung Galaxy S22
1077,Female,China,iPhone,26640.0,iPhone 13 Mini
1078,Male,China,Samsung,21779.0,Samsung Galaxy S22
1079,Female,USA,iPhone,100515.0,iPhone 14 Pro
1080,Male,Thailand,Xiaomi,156827.0,Xiaomi Mi 11 Ultra
1081,Female,Thailand,iPhone,140734.0,iPhone SE 2022
1082,Male,China,iPhone,47345.0,iPhone 13 Mini
1083,Female,China,Huawei,172833.0,Huawei Mate 40 Pro
1084,Male,Japan,Samsung,136561.0,Samsung Galaxy Z Flip4
1085,Male,Japan,iPhone,45068.0,iPhone 13 Mini
1086,Female,Japan,iPhone,33737.0,iPhone 14 Pro
1087,Male,Thailand,Huawei,16323.0,Huawei Mate 40 Pro
1088,Female,USA,Huawei,,Huawei P50
1089,Female,Germany,Samsung,21713.0,Samsung Galaxy A53
1090,Female,Japan,Huawei,183168.0,Huawei Mate 40 Pro
1091,Female,USA,Xiaomi,125791.0,Xiaomi Redmi Note 11
1092,Female,India,Huawei,26625.0,Huawei Nova 9
1093,Female,UK,Xiaomi,5545.0,Xiaomi Mi 11 Ultra
1094,Female,Japan,Samsung,37037.0,Samsung Galaxy Z Flip4
1095,Female,India,Samsung,14346.0,Samsung Galaxy A53
1096,Female,Germany,Samsung,187980.0,Samsung Galaxy A53
1097,Female,UK,Samsung,19996.0,Samsung Galaxy S22
1098,Female,UK,Samsung,37788.0,Samsung Galaxy S22
1099,Male,Germany,Xiaomi,124299.0,Xiaomi Mi 11 Ultra
1100,Male,Japan,Xiaomi,18919.0,Xiaomi Mi 11 Ultra
1101,Female,Thailand,,13810.0,Samsung Galaxy S22
1102,Female,Germany,Huawei,28412.0,Huawei P50
1103,Female,Germany,iPhone,29005.0,iPhone SE 2022
1104,Female,Germany,Samsung,165756.0,Samsung Galaxy A53
1105,Female,UK,Huawei,19316.0,Huawei Nova 9
1106,Female,USA,iPhone,49629.0,iPhone SE 2022
1107,Female,,Samsung,28416.0,Samsung Galaxy Z Flip4
1108,Female,Thailand,Samsung,39148.0,Samsung Galaxy S22
1109,Male,Japan,Xiaomi,21314.0,Xiaomi Poco X3
1110,Female,Japan,iPhone,28436.0,iPhone 13 Mini
1111,Male,India,iPhone,49419.0,iPhone 14 Pro
1112,Female,USA,Huawei,19984.0,Huawei Nova 9
1113,Female,Germany,Xiaomi,173324.0,Xiaomi Mi 11 Ultra
1114,Female,Thailand,Xiaomi,8511.0,Xiaomi Poco X3
1115,Female,Japan,Xiaomi,6771.0,Xiaomi Redmi Note 11
1116,Male,India,Xiaomi,6526.0,Xiaomi Poco X3
1117,Female,China,iPhone,30616.0,iPhone 14 Pro
1118,Female,India,iPhone,131186.0,iPhone 13 Mini
1119,Male,Japan,Samsung,134924.0,Samsung Galaxy S22
1120,Female,Germany,Samsung,27304.0,Samsung Galaxy S22
1121,Male,China,Xiaomi,13190.0,Xiaomi Mi 11 Ultra
1122,Female,USA,Xiaomi,25290.0,Xiaomi Poco X3
1123,Male,Thailand,Xiaomi,9435.0,Xiaomi Poco X3
1124,Male,USA,Samsung,22676.0,Samsung Galaxy A53
1125,Female,USA,Huawei,182542.0,Huawei Nova 9
1126,Female,India,Huawei,101577.0,Huawei P50
1127,Male,Thailand,Samsung,12050.0,Samsung Galaxy Z Flip4
1128,Female,Thailand,Samsung,21692.0,Samsung Galaxy A53
1129,Female,Japan,Samsung,11165.0,Samsung Galaxy Z Flip4
1130,Female,Japan,Samsung,34951.0,Samsung Galaxy Z Flip4
1131,Male,Thailand,Samsung,12033.0,Samsung Galaxy Z Flip4
1132,Male,China,Samsung,32851.0,Samsung Galaxy Z Flip4
1133,Male,UK,Xiaomi,5145.0,Xiaomi Redmi Note 11
1134,Male,Japan,Xiaomi,19269.0,Xiaomi Poco X3
1135,Male,UK,Xiaomi,9388.0,Xiaomi Mi 11 Ultra
1136,Male,,Xiaomi,12832.0,Xiaomi Redmi Note 11
1137,Male,China,Samsung,35007.0,Samsung Galaxy Z Flip4
1138,Male,Thailand,Huawei,112021.0,Huawei Nova 9
1139,Male,,iPhone,22632.0,iPhone 13 Mini
1140,Female,Japan,Samsung,4831.0,Samsung Galaxy A53
1141,Female,USA,iPhone,35152.0,iPhone SE 2022
1142,Female,India,Huawei,195305.0,Huawei P50
1143,Female,Thailand,Xiaomi,15426.0,Xiaomi Mi 11 Ultra
1144,Female,Germany,Huawei,17233.0,Huawei P50
1145,Male,India,Samsung,21314.0,Samsung Galaxy S22
1146,Male,UK,Xiaomi,3825.0,Xiaomi Poco X3
1147,Male,China,Samsung,22260.0,Samsung Galaxy S22
1148,Male,Thailand,Xiaomi,14130.0,Xiaomi Poco X3
1149,Female,India,iPhone,24805.0,iPhone SE 2022
1150,Male,China,iPhone,112940.0,iPhone SE 2022
1151,Male,Thailand,iPhone,46039.0,iPhone 14 Pro
1152,Male,Japan,Huawei,105033.0,Huawei P50
1153,Male,India,Samsung,39757.0,Samsung Galaxy S22
1154,Male,Japan,Huawei,8868.0,Huawei Mate 40 Pro
1155,Female,India,iPhone,34561.0,iPhone SE 2022
1156,Male,Japan,Samsung,199694.0,Samsung Galaxy A53
1157,Female,China,iPhone,21314.0,iPhone 14 Pro
1158,Male,Germany,Huawei,21899.0,Huawei P50
1159,Female,India,Huawei,29074.0,Huawei P50
1160,Male,India,Huawei,23220.0,Huawei Nova 9
1161,Male,Japan,iPhone,35934.0,iPhone SE 2022
1162,Female,Thailand,Samsung,15429.0,Samsung Galaxy A53
1163,Female,India,Samsung,19076.0,Samsung Galaxy A53
1164,Female,Japan,iPhone,23564.0,iPhone SE 2022
1165,Male,USA,Samsung,11389.0,Samsung Galaxy Z Flip4
1166,Female,Japan,iPhone,31593.0,iPhone SE 2022
1167,Male,China,Samsung,172572.0,Samsung Galaxy Z Flip4
1168,Male,Germany,Xiaomi,17513.0,Xiaomi Poco X3
1169,Female,USA,Xiaomi,5824.0,Xiaomi Mi 11 Ultra
1170,Female,China,Huawei,25649.0,Huawei Mate 40 Pro
1171,Male,China,Xiaomi,5936.0,Xiaomi Poco X3
1172,Male,China,Xiaomi,15992.0,Xiaomi Poco X3
1173,Female,Thailand,Xiaomi,103084.0,Xiaomi Poco X3
1174,Female,China,,42786.0,iPhone 13 Mini
1175,Female,Thailand,Xiaomi,166537.0,Xiaomi Redmi Note 11
1176,Male,China,Xiaomi,105586.0,Xiaomi Poco X3
1177,Male,UK,Huawei,22876.0,Huawei P50
1178,Male,USA,Xiaomi,126928.0,Xiaomi Poco X3
1179,Male,UK,Xiaomi,13245.0,Xiaomi Mi 11 Ultra
1180,Male,China,Samsung,8607.0,Samsung Galaxy Z Flip4
1181,Male,USA,Huawei,7726.0,Huawei Nova 9
1182,Female,USA,Huawei,140581.0,Huawei Nova 9
1183,Male,India,Huawei,127464.0,Huawei Nova 9
1184,Male,Germany,Huawei,4590.0,Huawei Nova 9
1185,Male,UK,Huawei,21314.0,Huawei Mate 40 Pro
1186,Female,Germany,Huawei,17106.0,Huawei Mate 40 Pro
1187,Male,USA,iPhone,27657.0,iPhone 14 Pro
1188,Male,Thailand,Xiaomi,7466.0,Xiaomi Mi 11 Ultra
1189,Female,USA,Huawei,59749.0,Huawei P50
1190,Male,Germany,Xiaomi,13194.0,Xiaomi Poco X3
1191,Female,UK,Xiaomi,17447.0,Xiaomi Poco X3
1192,Male,China,iPhone,27906.0,iPhone 13 Mini
1193,Male,India,Huawei,28260.0,Huawei Nova 9
1194,Male,India,Samsung,17287.0,Samsung Galaxy Z Flip4
1195,Female,India,iPhone,20892.0,iPhone 14 Pro
1196,Female,China,Samsung,20222.0,Samsung Galaxy Z Flip4
1197,Female,India,Xiaomi,16352.0,Xiaomi Mi 11 Ultra
1198,Male,UK,,15568.0,Xiaomi Redmi Note 11
1199,Male,China,iPhone,24675.0,iPhone 14 Pro
1200,Male,India,iPhone,21933.0,iPhone 13 Mini
1201,Female,China,Samsung,27764.0,Samsung Galaxy Z Flip4
1202,Male,Germany,Huawei,18873.0,Huawei Nova 9
1203,Male,UK,Samsung,13837.0,Samsung Galaxy A53
1204,Female,Japan,iPhone,100893.0,iPhone SE 2022
1205,Male,Thailand,Samsung,23239.0,Samsung Galaxy Z Flip4
1206,Female,India,iPhone,10968.0,iPhone 13 Mini
1207,Female,Thailand,Samsung,20874.0,Samsung Galaxy A53
1208,Female,China,iPhone,45563.0,iPhone 13 Mini
1209,Male,Thailand,iPhone,,iPhone 13 Mini
1210,Male,UK,iPhone,,iPhone SE 2022
1211,Male,UK,Huawei,20774.0,Huawei P50
1212,Male,USA,Samsung,171833.0,Samsung Galaxy S22
1213,Male,India,Samsung,19752.0,Samsung Galaxy S22
1214,Male,USA,Samsung,35994.0,Samsung Galaxy Z Flip4
1215,Male,Thailand,iPhone,117174.0,iPhone SE 2022
1216,Female,Japan,Samsung,25585.0,Samsung Galaxy Z Flip4
1217,Male,USA,Samsung,15924.0,Samsung Galaxy A53
1218,Female,USA,,21314.0,iPhone SE 2022
1219,Male,UK,Xiaomi,1559.0,Xiaomi Poco X3
1220,Male,Japan,iPhone,24133.0,iPhone 14 Pro
1221,Male,China,,24663.0,Samsung Galaxy S22
1222,Female,Thailand,iPhone,166727.0,iPhone 14 Pro
1223,Female,USA,Xiaomi,8972.0,Xiaomi Redmi Note 11
1224,Female,Japan,iPhone,25295.0,iPhone 13 Mini
1225,Female,India,Samsung,119773.0,Samsung Galaxy Z Flip4
1226,Male,Japan,Xiaomi,14105.0,Xiaomi Poco X3
1227,Female,Thailand,Huawei,15228.0,Huawei Nova 9
1228,Male,Japan,Samsung,37963.0,Samsung Galaxy Z Flip4
1229,Male,Japan,Xiaomi,14903.0,Xiaomi Redmi Note 11
1230,Female,Japan,Xiaomi,8020.0,Xiaomi Redmi Note 11
1231,Female,India,Huawei,21314.0,Huawei P50
1232,Female,USA,iPhone,40420.0,iPhone 13 Mini
1233,Female,Thailand,iPhone,183087.0,iPhone 13 Mini
1234,Female,India,Samsung,22880.0,Samsung Galaxy Z Flip4
1235,Female,,Huawei,12233.0,Huawei P50
1236,Female,Japan,iPhone,47687.0,iPhone SE 2022
1237,Female,USA,Huawei,7280.0,Huawei Mate 40 Pro
1238,Male,Thailand,iPhone,34559.0,iPhone SE 2022
1239,Female,UK,Xiaomi,5317.0,Xiaomi Poco X3
1240,Female,India,iPhone,22396.0,iPhone 14 Pro
1241,Male,USA,Huawei,181395.0,Huawei Nova 9
1242,Female,Thailand,Xiaomi,7745.0,Xiaomi Poco X3
1243,Male,India,Xiaomi,18634.0,Xiaomi Poco X3
1244,Male,Japan,Xiaomi,6591.0,Xiaomi Redmi Note 11
1245,Female,Thailand,Huawei,18303.0,Huawei Mate 40 Pro
1246,Male,Thailand,Samsung,16183.0,Samsung Galaxy Z Flip4
1247,Male,China,Samsung,30314.0,Samsung Galaxy A53
1248,Male,Thailand,Samsung,9143.0,Samsung Galaxy A53
1249,Male,UK,Huawei,124162.0,Huawei Mate 40 Pro
1250,Female,Thailand,Xiaomi,14477.0,Xiaomi Redmi Note 11
1251,Male,UK,Samsung,101462.0,Samsung Galaxy S22
1252,Female,Japan,Huawei,14314.0,Huawei Mate 40 Pro
1253,Male,UK,Samsung,188658.0,Samsung Galaxy S22
1254,Male,India,iPhone,39623.0,iPhone 14 Pro
1255,Male,Japan,Samsung,12139.0,Samsung Galaxy Z Flip4
1256,Male,Japan,Samsung,24688.0,Samsung Galaxy Z Flip4
1257,Female,UK,Xiaomi,21314.0,Xiaomi Mi 11 Ultra
1258,Female,USA,Huawei,104603.0,Huawei Nova 9
1259,Male,Germany,Xiaomi,11924.0,Xiaomi Mi 11 Ultra
1260,Male,Thailand,Xiaomi,15459.0,Xiaomi Redmi Note 11
1261,Female,China,Xiaomi,,Xiaomi Mi 11 Ultra
1262,Male,Germany,Xiaomi,14908.0,Xiaomi Redmi Note 11
1263,Male,Thailand,Xiaomi,128350.0,Xiaomi Mi 11 Ultra
1264,Male,Thailand,Samsung,39027.0,Samsung Galaxy Z Flip4
1265,Female,Japan,Xiaomi,147645.0,Xiaomi Poco X3
1266,Female,Thailand,Xiaomi,8738.0,Xiaomi Mi 11 Ultra
1267,Female,China,Huawei,9469.0,Huawei Nova 9
1268,Male,Thailand,iPhone,164716.0,iPhone 14 Pro
1269,Male,UK,Samsung,21314.0,Samsung Galaxy A53
1270,Female,Germany,Samsung,120863.0,Samsung Galaxy Z Flip4
1271,Female,UK,Samsung,80820.0,Samsung Galaxy Z Flip4
1272,Female,China,Xiaomi,14017.0,Xiaomi Mi 11 Ultra
1273,Female,Thailand,Xiaomi,145246.0,Xiaomi Mi 11 Ultra
1274,Male,India,Xiaomi,10150.0,Xiaomi Poco X3
1275,Female,China,,7820.0,Huawei Nova 9
1276,Male,Japan,iPhone,113798.0,iPhone 13 Mini
1277,Female,UK,Xiaomi,,Xiaomi Mi 11 Ultra
1278,Male,UK,iPhone,22719.0,iPhone SE 2022
1279,Female,USA,Huawei,29890.0,Huawei Nova 9
1280,Female,Thailand,,21700.0,Samsung Galaxy Z Flip4
1281,Female,Japan,Xiaomi,107987.0,Xiaomi Mi 11 Ultra
1282,Female,India,iPhone,29766.0,iPhone 13 Mini
1283,Male,UK,iPhone,23998.0,iPhone SE 2022
1284,Female,UK,Xiaomi,15321.0,Xiaomi Poco X3
1285,Male,Japan,Samsung,28787.0,Samsung Galaxy S22
1286,Male,China,Samsung,91646.0,Samsung Galaxy S22
1287,Male,China,Samsung,26077.0,Samsung Galaxy S22
1288,Male,Thailand,Huawei,171186.0,Huawei Mate 40 Pro
1289,Female,USA,iPhone,144237.0,iPhone 13 Mini
1290,Male,UK,iPhone,41727.0,iPhone SE 2022
1291,Male,USA,iPhone,118698.0,iPhone 13 Mini
1292,Male,China,,16882.0,Huawei Nova 9
1293,Female,China,iPhone,21136.0,iPhone 13 Mini
1294,Female,Germany,Huawei,129320.0,Huawei Nova 9
1295,Female,India,Samsung,39031.0,Samsung Galaxy S22
1296,Female,Thailand,,122499.0,Xiaomi Redmi Note 11
1297,Male,Germany,iPhone,32987.0,iPhone SE 2022
1298,Male,India,iPhone,24543.0,iPhone SE 2022
1299,Female,Germany,,39346.0,Samsung Galaxy S22
1300,Male,Germany,Xiaomi,112632.0,Xiaomi Redmi Note 11
1301,Male,Thailand,Huawei,12445.0,Huawei Mate 40 Pro
1302,Male,Thailand,Xiaomi,36612.0,Xiaomi Mi 11 Ultra
1303,Female,Japan,Samsung,24749.0,Samsung Galaxy A53
1304,Female,USA,Samsung,21718.0,Samsung Galaxy S22
1305,Male,USA,Xiaomi,17873.0,Xiaomi Redmi Note 11
1306,Female,Japan,Huawei,28736.0,Huawei P50
1307,Female,Japan,Huawei,,Huawei P50
1308,Female,China,iPhone,17372.0,iPhone SE 2022
1309,Female,India,Huawei,8435.0,Huawei Mate 40 Pro
1310,Female,Germany,Xiaomi,5571.0,Xiaomi Mi 11 Ultra
1311,Male,Japan,Samsung,12382.0,Samsung Galaxy Z Flip4
1312,Female,,iPhone,45821.0,iPhone 14 Pro
1313,Male,USA,iPhone,46660.0,iPhone SE 2022
1314,Male,Japan,Samsung,132567.0,Samsung Galaxy S22
1315,Female,UK,Huawei,23661.0,Huawei P50
1316,Male,UK,Samsung,23507.0,Samsung Galaxy S22
1317,Male,UK,Huawei,21314.0,Huawei Nova 9
1318,Male,,Samsung,124648.0,Samsung Galaxy A53
1319,Female,,Xiaomi,104239.0,Xiaomi Redmi Note 11
1320,Female,UK,Huawei,24649.0,Huawei Nova 9
1321,Male,India,Xiaomi,12491.0,Xiaomi Mi 11 Ultra
1322,Female,China,iPhone,168469.0,iPhone SE 2022
1323,Female,Germany,Samsung,73581.0,Samsung Galaxy A53
1324,Female,UK,iPhone,37424.0,iPhone 13 Mini
1325,Female,Germany,iPhone,34859.0,iPhone SE 2022
1326,Male,Germany,iPhone,45493.0,iPhone 13 Mini
1327,Female,UK,iPhone,,iPhone 13 Mini
1328,Female,USA,,156344.0,Samsung Galaxy A53
1329,Female,India,iPhone,125363.0,iPhone 13 Mini
1330,Male,UK,Samsung,34597.0,Samsung Galaxy Z Flip4
1331,Male,UK,Samsung,15476.0,Samsung Galaxy A53
1332,Female,China,Xiaomi,16383.0,Xiaomi Redmi Note 11
1333,Male,UK,Huawei,23378.0,Huawei Mate 40 Pro
1334,Female,USA,Huawei,29737.0,Huawei Nova 9
1335,Female,China,Samsung,12353.0,Samsung Galaxy S22
1336,Male,Thailand,Xiaomi,12437.0,Xiaomi Poco X3
1337,Male,Thailand,Samsung,163382.0,Samsung Galaxy A53
1338,Female,Germany,Samsung,27070.0,Samsung Galaxy Z Flip4
1339,Female,India,Samsung,34860.0,Samsung Galaxy A53
1340,Male,Germany,Xiaomi,9811.0,Xiaomi Mi 11 Ultra
1341,Female,USA,Huawei,72520.0,Huawei P50
1342,Male,Japan,Xiaomi,13954.0,Xiaomi Poco X3
1343,Female,India,iPhone,41730.0,iPhone 13 Mini
1344,Male,Thailand,Xiaomi,10043.0,Xiaomi Mi 11 Ultra
1345,Male,Germany,Xiaomi,7428.0,Xiaomi Redmi Note 11
1346,Male,Thailand,Xiaomi,174024.0,Xiaomi Mi 11 Ultra
1347,Female,USA,Xiaomi,2958.0,Xiaomi Redmi Note 11
1348,Female,USA,Huawei,158755.0,Huawei Mate 40 Pro
1349,Male,Japan,iPhone,27813.0,iPhone SE 2022
1350,Female,Japan,Huawei,103332.0,Huawei Nova 9
1351,Male,China,Huawei,129265.0,Huawei P50
1352,Male,India,Xiaomi,16745.0,Xiaomi Mi 11 Ultra
1353,Female,USA,Samsung,145264.0,Samsung Galaxy S22
1354,Female,Germany,Samsung,69075.0,Samsung Galaxy S22
1355,Male,Thailand,Huawei,10356.0,Huawei P50
1356,Female,UK,Huawei,21288.0,Huawei P50
1357,Female,Japan,Xiaomi,123464.0,Xiaomi Mi 11 Ultra
1358,Male,UK,Huawei,116932.0,Huawei P50
1359,Male,Germany,Xiaomi,5038.0,Xiaomi Mi 11 Ultra
1360,Female,Japan,Samsung,4299.0,Samsung Galaxy S22
1361,Male,UK,Samsung,147975.0,Samsung Galaxy S22
1362,Male,India,iPhone,22844.0,iPhone SE 2022
1363,Female,Germany,Samsung,20396.0,Samsung Galaxy Z Flip4
1364,Male,Thailand,Huawei,24482.0,Huawei Mate 40 Pro
1365,Male,India,Samsung,33411.0,Samsung Galaxy A53
1366,Female,Germany,Xiaomi,26804.0,Xiaomi Redmi Note 11
1367,Female,China,Samsung,37777.0,Samsung Galaxy S22
1368,Male,Japan,iPhone,160430.0,iPhone SE 2022
1369,Male,USA,Samsung,23261.0,Samsung Galaxy A53
1370,Female,,Xiaomi,8155.0,Xiaomi Poco X3
1371,Female,India,Xiaomi,,Xiaomi Redmi Note 11
1372,Female,India,Huawei,183597.0,Huawei Mate 40 Pro
1373,Female,UK,Samsung,32042.0,Samsung Galaxy S22
1374,Male,Japan,Xiaomi,8778.0,Xiaomi Poco X3
1375,Female,USA,iPhone,39280.0,iPhone SE 2022
1376,Female,Germany,Huawei,123283.0,Huawei Nova 9
1377,Male,USA,iPhone,35083.0,iPhone SE 2022
1378,Female,Japan,Samsung,38087.0,Samsung Galaxy A53
1379,Male,Japan,Samsung,10988.0,Samsung Galaxy A53
1380,Female,China,Samsung,30500.0,Samsung Galaxy A53
1381,Female,China,Huawei,13446.0,Huawei P50
1382,Female,USA,Xiaomi,,Xiaomi Poco X3
1383,Male,Germany,Huawei,82689.0,Huawei P50
1384,Male,USA,iPhone,36133.0,iPhone 14 Pro
1385,Female,Japan,Huawei,8682.0,Huawei P50
1386,Male,Japan,iPhone,25626.0,iPhone 13 Mini
1387,Male,UK,Huawei,14424.0,Huawei Mate 40 Pro
1388,Male,China,Xiaomi,21314.0,Xiaomi Redmi Note 11
1389,Male,UK,iPhone,32155.0,iPhone SE 2022
1390,Male,Thailand,Samsung,139867.0,Samsung Galaxy A53
1391,Male,Japan,Samsung,29982.0,Samsung Galaxy Z Flip4
1392,Female,UK,Huawei,18425.0,Huawei P50
1393,Female,USA,Samsung,11980.0,Samsung Galaxy Z Flip4
1394,Male,China,iPhone,181441.0,iPhone 14 Pro
1395,Female,China,Samsung,36431.0,Samsung Galaxy S22
1396,Female,Germany,Xiaomi,8056.0,Xiaomi Poco X3
1397,Female,USA,Xiaomi,13984.0,Xiaomi Redmi Note 11
1398,Female,Germany,Huawei,24175.0,Huawei Mate 40 Pro
1399,Male,UK,iPhone,35883.0,iPhone 14 Pro
1400,Female,India,Xiaomi,15001.0,Xiaomi Poco X3
1401,Female,Thailand,Xiaomi,25833.0,Xiaomi Mi 11 Ultra
1402,Male,USA,iPhone,153775.0,iPhone SE 2022
1403,Male,USA,Samsung,9546.0,Samsung Galaxy A53
1404,Female,USA,Samsung,29994.0,Samsung Galaxy A53
1405,Female,Germany,Huawei,180639.0,Huawei P50
1406,Female,UK,Samsung,31563.0,Samsung Galaxy A53
1407,Female,USA,iPhone,77557.0,iPhone 13 Mini
1408,Female,India,Xiaomi,5984.0,Xiaomi Poco X3
1409,Female,USA,Samsung,15776.0,Samsung Galaxy S22
1410,Male,China,Huawei,10676.0,Huawei Nova 9
1411,Female,Thailand,,191962.0,Samsung Galaxy Z Flip4
1412,Female,China,iPhone,7788.0,iPhone SE 2022
1413,Male,China,Huawei,158531.0,Huawei Mate 40 Pro
1414,Male,Thailand,Samsung,21314.0,Samsung Galaxy A53
1415,Male,India,Huawei,20997.0,Huawei Nova 9
1416,Male,UK,iPhone,37170.0,iPhone SE 2022
1417,Female,China,Xiaomi,19323.0,Xiaomi Poco X3
1418,Female,UK,iPhone,26342.0,iPhone 14 Pro
1419,Female,China,iPhone,49020.0,iPhone 13 Mini
1420,Female,Japan,iPhone,37343.0,iPhone SE 2022
1421,Female,Thailand,iPhone,170354.0,iPhone SE 2022
1422,Female,China,Xiaomi,13884.0,Xiaomi Poco X3
1423,Male,Japan,Xiaomi,10655.0,Xiaomi Redmi Note 11
1424,Female,Germany,Huawei,19091.0,Huawei Mate 40 Pro
1425,Male,Japan,Samsung,30857.0,Samsung Galaxy S22
1426,Male,USA,Xiaomi,7946.0,Xiaomi Redmi Note 11
1427,Female,China,Xiaomi,12725.0,Xiaomi Redmi Note 11
1428,Male,Japan,Samsung,10526.0,Samsung Galaxy Z Flip4
1429,Female,UK,Xiaomi,8224.0,Xiaomi Poco X3
1430,Male,Germany,iPhone,96149.0,iPhone 13 Mini
1431,Female,India,iPhone,46829.0,iPhone 13 Mini
1432,Male,China,Samsung,21536.0,Samsung Galaxy S22
1433,Female,USA,Huawei,161431.0,Huawei P50
1434,Female,India,Huawei,25259.0,Huawei P50
1435,Female,Japan,Samsung,11763.0,Samsung Galaxy A53
1436,Female,,Samsung,18712.0,Samsung Galaxy A53
1437,Female,India,iPhone,25797.0,iPhone 13 Mini
1438,Male,Germany,Huawei,16208.0,Huawei Nova 9
